0.0952829, 5.08412, -4.79076, -8.74935, 0.007775, 0.334287, 0.005922, 4.02319e-05, 0.921807, 2.47139e-05, 0.387649
0.195285, 5.09028, -4.78397, -8.75557, 0.007459, 0.334588, 0.005924, 4.24138e-05, 0.921809, 2.92044e-05, 0.387646
0.295282, 5.09541, -4.77748, -8.76033, 0.007163, 0.334826, 0.005919, 4.38707e-05, 0.92181, 3.53517e-05, 0.387643
0.395281, 5.10036, -4.77192, -8.76532, 0.006898, 0.335051, 0.005912, 4.34466e-05, 0.921811, 4.17157e-05, 0.38764
0.495326, 5.10374, -4.7675, -8.76898, 0.006703, 0.335191, 0.005906, 4.43591e-05, 0.921812, 4.6841e-05, 0.387636
0.595283, 5.10701, -4.76457, -8.77172, 0.006586, 0.335395, 0.005894, 4.46142e-05, 0.921814, 5.04179e-05, 0.387633
0.695282, 5.10897, -4.7612, -8.77482, 0.006425, 0.335454, 0.0059, 4.40821e-05, 0.921816, 5.55431e-05, 0.387629
0.795282, 5.11185, -4.76124, -8.77709, 0.006508, 0.33557, 0.005879, 7.72581e-05, 0.92182, 0.000619595, 0.387619
0.895281, 5.11168, -4.76599, -8.7784, 0.00681, 0.335544, 0.005857, 0.000103317, 0.921916, 0.00243199, 0.387382
0.995245, 5.11199, -4.77813, -8.77872, 0.007431, 0.335555, 0.00589, -0.000436837, 0.922082, 0.00489693, 0.386964
1.09528, 5.11026, -4.79529, -8.77685, 0.008286, 0.335497, 0.005907, -0.00116267, 0.922281, 0.00776088, 0.386441
1.19528, 5.10743, -4.81822, -8.7746, 0.009373, 0.335411, 0.005895, -0.00194946, 0.922483, 0.0108725, 0.38588
1.29525, 5.10231, -4.84573, -8.77131, 0.01067, 0.335212, 0.005927, -0.00269839, 0.922683, 0.0140566, 0.385293
1.39528, 5.09824, -4.88035, -8.76686, 0.012386, 0.335072, 0.005928, -0.00339871, 0.922866, 0.0172706, 0.384719
1.49528, 5.0925, -4.91654, -8.76159, 0.014162, 0.334821, 0.005959, -0.00405045, 0.923036, 0.0204676, 0.384146
1.59528, 5.08616, -4.96058, -8.75493, 0.016303, 0.334534, 0.005976, -0.00468454, 0.92321, 0.0236697, 0.383537
1.69528, 5.0784, -5.00612, -8.74936, 0.018555, 0.334164, 0.006022, -0.00528426, 0.923351, 0.0268654, 0.38298
1.79528, 5.07119, -5.05457, -8.743, 0.020934, 0.333833, 0.00607, -0.00597871, 0.923494, 0.0300621, 0.382387
1.89526, 5.06234, -5.10465, -8.73623, 0.023408, 0.333382, 0.0061, -0.00659684, 0.923626, 0.0332607, 0.381792
1.99528, 5.0563, -5.15477, -8.73006, 0.025836, 0.333108, 0.006138, -0.00722952, 0.923744, 0.0364433, 0.381205
2.09528, 5.04612, -5.21063, -8.7237, 0.028561, 0.332575, 0.006156, -0.00784658, 0.923853, 0.0395961, 0.380613
2.19527, 5.03743, -5.26501, -8.71837, 0.031199, 0.332127, 0.006201, -0.00853532, 0.923955, 0.0428101, 0.380003
2.29528, 5.02853, -5.32144, -8.71253, 0.033956, 0.33166, 0.006224, -0.00917828, 0.924036, 0.0459535, 0.379422
2.39528, 5.02053, -5.37778, -8.70618, 0.036638, 0.331255, 0.006276, -0.00986072, 0.92412, 0.0491439, 0.378801
2.49528, 5.01085, -5.43368, -8.70176, 0.039311, 0.33075, 0.006292, -0.0104632, 0.924192, 0.0522807, 0.378188
2.59528, 5.00086, -5.49366, -8.69636, 0.042198, 0.330215, 0.006349, -0.0111069, 0.924246, 0.0554805, 0.377582
2.69528, 4.99078, -5.55343, -8.69158, 0.045086, 0.329679, 0.00637, -0.0116973, 0.924294, 0.0586455, 0.376968
2.79528, 4.98183, -5.61412, -8.68778, 0.047983, 0.329244, 0.006398, -0.0123621, 0.924334, 0.0618586, 0.376335
2.89529, 4.9718, -5.67216, -8.6834, 0.050752, 0.328737, 0.006424, -0.0129657, 0.924357, 0.0650588, 0.375718
2.99528, 4.96102, -5.73183, -8.67992, 0.053597, 0.328191, 0.006483, -0.0135975, 0.924369, 0.0682513, 0.375098
3.09528, 4.95072, -5.79375, -8.67601, 0.056536, 0.327703, 0.006542, -0.0142562, 0.924375, 0.0713952, 0.374472
3.19528, 4.93934, -5.85478, -8.67357, 0.059464, 0.327157, 0.006589, -0.0149062, 0.92437, 0.0746082, 0.373835
3.29528, 4.92927, -5.91431, -8.67135, 0.062302, 0.32669, 0.006623, -0.0155243, 0.924365, 0.0777962, 0.373171
3.39529, 4.91761, -5.97387, -8.66824, 0.065145, 0.326139, 0.006671, -0.0161329, 0.924338, 0.0809978, 0.37253
3.49528, 4.90556, -6.03762, -8.66614, 0.06826, 0.325548, 0.006698, -0.016817, 0.924304, 0.0841386, 0.371887
3.59528, 4.89573, -6.09896, -8.66443, 0.071174, 0.325118, 0.006744, -0.0174839, 0.924261, 0.0873238, 0.371228
3.69528, 4.88342, -6.15927, -8.66422, 0.074111, 0.324499, 0.006779, -0.018123, 0.924213, 0.0904907, 0.370558
3.79528, 4.87253, -6.21701, -8.66413, 0.076848, 0.32399, 0.006812, -0.018763, 0.924149, 0.093668, 0.369897
3.89529, 4.86036, -6.28298, -8.66359, 0.080037, 0.323438, 0.006852, -0.0193713, 0.924074, 0.0968275, 0.369236
3.99529, 4.84812, -6.33996, -8.6642, 0.082728, 0.322827, 0.006899, -0.0200089, 0.923999, 0.0999832, 0.368549
4.09528, 4.83667, -6.40178, -8.66527, 0.085714, 0.322328, 0.006936, -0.0206217, 0.923905, 0.103162, 0.367875
4.19528, 4.82584, -6.46244, -8.66649, 0.088673, 0.321821, 0.006983, -0.0212567, 0.923798, 0.106338, 0.367203
4.29528, 4.81481, -6.52361, -8.66768, 0.091652, 0.321295, 0.007013, -0.0218716, 0.923685, 0.109507, 0.366518
4.39528, 4.80313, -6.5853, -8.66907, 0.094646, 0.320752, 0.007048, -0.0224513, 0.923564, 0.112683, 0.365826
4.49528, 4.78991, -6.64617, -8.67171, 0.097616, 0.320099, 0.007083, -0.023094, 0.923421, 0.115851, 0.365157
4.59528, 4.77823, -6.70686, -8.67383, 0.100546, 0.319542, 0.007115, -0.0237534, 0.923276, 0.119018, 0.364461
